,filename,predicted_class,probabilities,true_label,trial_type,num_blue,num_yellow,ratio
0,b'images/small/test/column_pairs_mixed_b10_y12_0_401.png',0,[9.9999225e-01 7.7276309e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
1,b'images/small/test/column_pairs_mixed_b10_y12_0_405.png',0,[9.999994e-01 6.231875e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
2,b'images/small/test/column_pairs_mixed_b10_y12_0_407.png',0,[9.9999952e-01 5.1703546e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
3,b'images/small/test/column_pairs_mixed_b10_y12_0_409.png',0,[9.9995649e-01 4.3520355e-05],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
4,b'images/small/test/column_pairs_mixed_b10_y12_0_411.png',0,[9.999962e-01 3.873861e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
5,b'images/small/test/column_pairs_mixed_b10_y12_0_413.png',0,[9.9999988e-01 1.5179612e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
6,b'images/small/test/column_pairs_mixed_b10_y12_0_415.png',0,[9.999993e-01 7.169383e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
7,b'images/small/test/column_pairs_mixed_b10_y12_0_423.png',0,[9.9999797e-01 2.0237746e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
8,b'images/small/test/column_pairs_mixed_b10_y12_0_425.png',0,[9.999956e-01 4.365106e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
9,b'images/small/test/column_pairs_mixed_b10_y12_0_435.png',0,[9.9999917e-01 8.1451367e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
10,b'images/small/test/column_pairs_mixed_b10_y12_0_443.png',0,[9.9999917e-01 8.1466436e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
11,b'images/small/test/column_pairs_mixed_b10_y12_0_445.png',0,[9.9999762e-01 2.4167962e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
12,b'images/small/test/column_pairs_mixed_b10_y12_0_447.png',0,[9.999999e-01 1.318713e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
13,b'images/small/test/column_pairs_mixed_b10_y12_0_451.png',0,[9.999951e-01 4.876694e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
14,b'images/small/test/column_pairs_mixed_b10_y12_0_453.png',0,[9.9999905e-01 9.1971384e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
15,b'images/small/test/column_pairs_mixed_b10_y12_0_455.png',0,[1.0000000e+00 2.8149655e-08],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
16,b'images/small/test/column_pairs_mixed_b10_y12_0_461.png',0,[9.9999821e-01 1.7648581e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
17,b'images/small/test/column_pairs_mixed_b10_y12_0_463.png',0,[9.9999905e-01 9.7632631e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
18,b'images/small/test/column_pairs_mixed_b10_y12_0_471.png',0,[9.999999e-01 8.383761e-08],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
19,b'images/small/test/column_pairs_mixed_b10_y12_0_477.png',0,[9.999969e-01 3.096751e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
20,b'images/small/test/column_pairs_mixed_b10_y12_0_479.png',0,[9.9999964e-01 2.9954498e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
21,b'images/small/test/column_pairs_mixed_b10_y12_0_483.png',0,[9.999999e-01 7.923745e-08],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
22,b'images/small/test/column_pairs_mixed_b10_y12_0_487.png',0,[9.9999523e-01 4.7983517e-06],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
23,b'images/small/test/column_pairs_mixed_b10_y12_0_489.png',0,[9.999999e-01 1.281926e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
24,b'images/small/test/column_pairs_mixed_b10_y12_0_493.png',0,[9.9999964e-01 3.4044302e-07],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
25,b'images/small/test/column_pairs_mixed_b10_y12_0_495.png',0,[1.0000000e+00 5.8188597e-08],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
