,filename,predicted_class,probabilities,true_label,trial_type,num_blue,num_yellow,ratio
0,b'images/small/test/column_pairs_mixed_b10_y12_0_401.png',0,[1.0000000e+00 2.0440596e-10],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
1,b'images/small/test/column_pairs_mixed_b10_y12_0_405.png',0,[1.0000000e+00 3.5139495e-11],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
2,b'images/small/test/column_pairs_mixed_b10_y12_0_407.png',0,[1.0000000e+00 2.6272576e-11],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
3,b'images/small/test/column_pairs_mixed_b10_y12_0_409.png',0,[1.00000e+00 7.13352e-09],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
4,b'images/small/test/column_pairs_mixed_b10_y12_0_411.png',0,[1.0000000e+00 4.6763628e-11],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
5,b'images/small/test/column_pairs_mixed_b10_y12_0_413.png',0,[1.0000000e+00 1.2185614e-13],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
6,b'images/small/test/column_pairs_mixed_b10_y12_0_415.png',0,[1.0000000e+00 1.1529024e-11],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
7,b'images/small/test/column_pairs_mixed_b10_y12_0_423.png',0,[1.0000000e+00 2.2711547e-10],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
8,b'images/small/test/column_pairs_mixed_b10_y12_0_425.png',0,[1.000000e+00 5.569784e-10],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
9,b'images/small/test/column_pairs_mixed_b10_y12_0_435.png',0,[1.0000000e+00 5.5054876e-12],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
10,b'images/small/test/column_pairs_mixed_b10_y12_0_443.png',0,[1.000000e+00 1.282231e-12],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
11,b'images/small/test/column_pairs_mixed_b10_y12_0_445.png',0,[1.0000000e+00 6.2145004e-11],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
12,b'images/small/test/column_pairs_mixed_b10_y12_0_447.png',0,[1.000000e+00 3.784373e-13],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
13,b'images/small/test/column_pairs_mixed_b10_y12_0_451.png',0,[1.0000000e+00 3.4526237e-10],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
14,b'images/small/test/column_pairs_mixed_b10_y12_0_453.png',0,[1.0000000e+00 1.4908494e-10],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
15,b'images/small/test/column_pairs_mixed_b10_y12_0_455.png',0,[1.0000000e+00 1.3512734e-13],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
16,b'images/small/test/column_pairs_mixed_b10_y12_0_461.png',0,[1.000000e+00 2.839577e-08],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
17,b'images/small/test/column_pairs_mixed_b10_y12_0_463.png',0,[1.0000000e+00 2.3192632e-11],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
18,b'images/small/test/column_pairs_mixed_b10_y12_0_471.png',0,[1.0000000e+00 4.3815106e-16],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
19,b'images/small/test/column_pairs_mixed_b10_y12_0_477.png',0,[1.0000000e+00 6.2974135e-12],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
20,b'images/small/test/column_pairs_mixed_b10_y12_0_479.png',0,[1.0000000e+00 1.1378071e-11],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
21,b'images/small/test/column_pairs_mixed_b10_y12_0_483.png',0,[1.0000000e+00 1.4970258e-08],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
22,b'images/small/test/column_pairs_mixed_b10_y12_0_487.png',0,[1.00000e+00 7.66609e-10],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
23,b'images/small/test/column_pairs_mixed_b10_y12_0_489.png',0,[1.000000e+00 7.538714e-12],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
24,b'images/small/test/column_pairs_mixed_b10_y12_0_493.png',0,[1.0000000e+00 2.1644601e-15],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
25,b'images/small/test/column_pairs_mixed_b10_y12_0_495.png',0,[1.0000000e+00 5.9198683e-12],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
26,b'images/small/test/column_pairs_mixed_b10_y12_0_499.png',0,[1.0000000e+00 4.1216563e-09],0,column_pairs_mixed,10,12,"(6.0, 5.0)"
27,b'images/small/test/column_pairs_mixed_b10_y5_0_12.png',1,[8.7826334e-13 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
28,b'images/small/test/column_pairs_mixed_b10_y5_0_18.png',1,[1.6642012e-09 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
29,b'images/small/test/column_pairs_mixed_b10_y5_0_20.png',1,[6.5361105e-11 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
30,b'images/small/test/column_pairs_mixed_b10_y5_0_22.png',1,[6.3884384e-12 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
31,b'images/small/test/column_pairs_mixed_b10_y5_0_28.png',1,[1.7512328e-11 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
32,b'images/small/test/column_pairs_mixed_b10_y5_0_36.png',1,[1.2690571e-10 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
33,b'images/small/test/column_pairs_mixed_b10_y5_0_38.png',1,[6.380888e-08 9.999999e-01],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
34,b'images/small/test/column_pairs_mixed_b10_y5_0_42.png',1,[1.2260201e-08 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
35,b'images/small/test/column_pairs_mixed_b10_y5_0_46.png',1,[1.9697952e-10 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
36,b'images/small/test/column_pairs_mixed_b10_y5_0_50.png',1,[6.9635653e-10 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
37,b'images/small/test/column_pairs_mixed_b10_y5_0_52.png',1,[3.4137702e-08 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
38,b'images/small/test/column_pairs_mixed_b10_y5_0_54.png',1,[9.4493545e-12 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
39,b'images/small/test/column_pairs_mixed_b10_y5_0_58.png',1,[2.5509451e-12 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
40,b'images/small/test/column_pairs_mixed_b10_y5_0_68.png',1,[7.512496e-10 1.000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
41,b'images/small/test/column_pairs_mixed_b10_y5_0_72.png',1,[3.5610723e-11 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
42,b'images/small/test/column_pairs_mixed_b10_y5_0_76.png',1,[5.6598433e-12 1.0000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
43,b'images/small/test/column_pairs_mixed_b10_y5_0_78.png',1,[7.152228e-12 1.000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
44,b'images/small/test/column_pairs_mixed_b10_y5_0_80.png',1,[1.556404e-13 1.000000e+00],1,column_pairs_mixed,10,5,"(2.0, 1.0)"
